protocol,case_id,t,input,teacher,a,w,c,fired,active,firedCount,effective
S7,x=0.40_ipi=0.05,1.375000,0.40,1.0,12.279271,0.585552,27.413661,true,true,139,0.575874
S7,x=0.40_ipi=0.05,1.425000,0.40,1.0,12.297166,0.590744,28.387996,true,true,144,0.580980
S7,x=0.40_ipi=0.05,1.475000,0.40,1.0,12.312313,0.595764,29.362007,true,true,149,0.585917
S7,x=0.40_ipi=0.05,1.525000,0.40,1.0,12.325136,0.600623,30.335692,true,true,154,0.590695
S7,x=0.40_ipi=0.05,1.575000,0.40,1.0,12.335989,0.605331,31.309054,true,true,159,0.595325
S7,x=0.40_ipi=0.05,1.625000,0.40,1.0,12.345177,0.609897,32.282090,true,true,164,0.599816
S7,x=0.40_ipi=0.05,1.675000,0.40,1.0,12.352954,0.614329,33.254803,true,true,169,0.604175
S7,x=0.40_ipi=0.05,1.725000,0.40,1.0,12.359537,0.618636,34.227191,true,true,174,0.608410
S7,x=0.40_ipi=0.05,1.775000,0.40,1.0,12.365110,0.622823,35.199256,true,true,179,0.612529
S7,x=0.40_ipi=0.05,1.825000,0.40,1.0,12.369827,0.626898,36.170996,true,true,184,0.616537
S7,x=0.40_ipi=0.05,1.875000,0.40,1.0,12.373820,0.630867,37.142412,true,true,189,0.620440
S7,x=0.40_ipi=0.05,1.925000,0.40,1.0,12.377200,0.634735,38.113505,true,true,194,0.624244
S7,x=0.40_ipi=0.05,1.975000,0.40,1.0,12.380061,0.638506,39.084274,true,true,199,0.627953
S7,x=0.40_ipi=0.05,2.025000,0.40,1.0,12.382482,0.642187,40.054720,true,true,204,0.631572
S7,x=0.40_ipi=0.05,2.075000,0.40,1.0,12.384532,0.645780,41.024842,true,true,209,0.635106
S7,x=0.40_ipi=0.05,2.125000,0.40,1.0,12.386268,0.649290,41.994641,true,true,214,0.638558
S7,x=0.40_ipi=0.05,2.175000,0.40,1.0,12.387737,0.652721,42.964116,true,true,219,0.641933
S7,x=0.40_ipi=0.05,2.225000,0.40,1.0,12.388980,0.656077,43.933269,true,true,224,0.645233
S7,x=0.40_ipi=0.05,2.275000,0.40,1.0,12.390033,0.659360,44.902098,true,true,229,0.648462
S7,x=0.40_ipi=0.05,2.325000,0.40,1.0,12.390923,0.662574,45.870605,true,true,234,0.651622
S7,x=0.40_ipi=0.05,2.375000,0.40,1.0,12.391678,0.665721,46.838788,true,true,239,0.654718
S7,x=0.40_ipi=0.05,2.425000,0.40,1.0,12.392316,0.668805,47.806650,true,true,244,0.657751
S7,x=0.40_ipi=0.05,2.475000,0.40,1.0,12.392856,0.671827,48.774188,true,true,249,0.660723
S7,x=0.40_ipi=0.05,2.525000,0.40,1.0,12.393314,0.674791,49.741404,true,true,254,0.663638
S7,x=0.40_ipi=0.05,2.575000,0.40,1.0,12.393701,0.677699,50.708298,true,true,259,0.666497
S7,x=0.40_ipi=0.05,2.625000,0.40,1.0,12.394029,0.680552,51.674870,true,true,264,0.669303
S7,x=0.40_ipi=0.05,2.675000,0.40,1.0,12.394306,0.683352,52.641119,true,true,269,0.672057
S7,x=0.40_ipi=0.05,2.725000,0.40,1.0,12.394541,0.686102,53.607046,true,true,274,0.674762
S7,x=0.40_ipi=0.05,2.775000,0.40,1.0,12.394740,0.688804,54.572652,true,true,279,0.677419
S7,x=0.40_ipi=0.05,2.825000,0.40,1.0,12.394908,0.691458,55.537935,true,true,284,0.680029
S7,x=0.40_ipi=0.05,2.875000,0.40,1.0,12.395051,0.694068,56.502897,true,true,289,0.682596
S7,x=0.40_ipi=0.05,2.925000,0.40,1.0,12.395171,0.696633,57.467537,true,true,294,0.685119
S7,x=0.40_ipi=0.05,2.975000,0.40,1.0,12.395273,0.699156,58.431856,true,true,299,0.687600
S7,x=0.40_ipi=0.10,0.025000,0.40,1.0,1.902987,0.147521,0.983471,true,true,4,0.145082
S7,x=0.40_ipi=0.10,0.125000,0.40,1.0,3.266537,0.221896,1.966615,true,true,9,0.218228
S7,x=0.40_ipi=0.10,0.225000,0.40,1.0,4.243564,0.271623,2.949431,true,true,14,0.267133
S7,x=0.40_ipi=0.10,0.325000,0.40,1.0,4.943634,0.308975,3.931920,true,true,19,0.303868
S7,x=0.40_ipi=0.10,0.425000,0.40,1.0,5.445256,0.338886,4.914081,true,true,24,0.333285
S7,x=0.40_ipi=0.10,0.525000,0.40,1.0,5.804683,0.363830,5.895914,true,true,29,0.357817
S7,x=0.40_ipi=0.10,0.625000,0.40,1.0,6.062225,0.385223,6.877421,true,true,34,0.378856
S7,x=0.40_ipi=0.10,0.725000,0.40,1.0,6.246761,0.403950,7.858600,true,true,39,0.397273
S7,x=0.40_ipi=0.10,0.825000,0.40,1.0,6.378987,0.420603,8.839453,true,true,44,0.413651
S7,x=0.40_ipi=0.10,0.925000,0.40,1.0,6.473732,0.435596,9.819978,true,true,49,0.428396
S7,x=0.40_ipi=0.10,1.025000,0.40,1.0,6.541619,0.449230,10.800177,true,true,54,0.441805
S7,x=0.40_ipi=0.10,1.125000,0.40,1.0,6.590262,0.461731,11.780049,true,true,59,0.454100
S7,x=0.40_ipi=0.10,1.225000,0.40,1.0,6.625116,0.473274,12.759594,true,true,64,0.465452
S7,x=0.40_ipi=0.10,1.325000,0.40,1.0,6.650091,0.483996,13.738813,true,true,69,0.475996
S7,x=0.40_ipi=0.10,1.425000,0.40,1.0,6.667986,0.494005,14.717706,true,true,74,0.485839
S7,x=0.40_ipi=0.10,1.525000,0.40,1.0,6.680808,0.503390,15.696272,true,true,79,0.495070
S7,x=0.40_ipi=0.10,1.625000,0.40,1.0,6.689995,0.512226,16.674512,true,true,84,0.503759
S7,x=0.40_ipi=0.10,1.725000,0.40,1.0,6.696578,0.520572,17.652427,true,true,89,0.511968
S7,x=0.40_ipi=0.10,1.825000,0.40,1.0,6.701295,0.528481,18.630015,true,true,94,0.519746
S7,x=0.40_ipi=0.10,1.925000,0.40,1.0,6.704675,0.535996,19.607277,true,true,99,0.527137
S7,x=0.40_ipi=0.10,2.025000,0.40,1.0,6.707097,0.543155,20.584214,true,true,104,0.534177
S7,x=0.40_ipi=0.10,2.125000,0.40,1.0,6.708832,0.549990,21.560825,true,true,109,0.540899
S7,x=0.40_ipi=0.10,2.225000,0.40,1.0,6.710076,0.556528,22.537111,true,true,114,0.547330
S7,x=0.40_ipi=0.10,2.325000,0.40,1.0,6.710967,0.562796,23.513071,true,true,119,0.553494
S7,x=0.40_ipi=0.10,2.425000,0.40,1.0,6.711605,0.568814,24.488706,true,true,124,0.559412
S7,x=0.40_ipi=0.10,2.525000,0.40,1.0,6.712063,0.574602,25.464016,true,true,129,0.565104
S7,x=0.40_ipi=0.10,2.625000,0.40,1.0,6.712390,0.580176,26.439001,true,true,134,0.570587
S7,x=0.40_ipi=0.10,2.725000,0.40,1.0,6.712625,0.585552,27.413661,true,true,139,0.575874
S7,x=0.40_ipi=0.10,2.825000,0.40,1.0,6.712794,0.590744,28.387996,true,true,144,0.580980
S7,x=0.40_ipi=0.10,2.925000,0.40,1.0,6.712914,0.595764,29.362007,true,true,149,0.585917
S7,x=0.40_ipi=0.10,3.025000,0.40,1.0,6.713000,0.600623,30.335692,true,true,154,0.590695
S7,x=0.40_ipi=0.10,3.125000,0.40,1.0,6.713062,0.605331,31.309054,true,true,159,0.595325
S7,x=0.40_ipi=0.10,3.225000,0.40,1.0,6.713107,0.609897,32.282090,true,true,164,0.599816
S7,x=0.40_ipi=0.10,3.325000,0.40,1.0,6.713139,0.614329,33.254803,true,true,169,0.604175
S7,x=0.40_ipi=0.10,3.425000,0.40,1.0,6.713161,0.618636,34.227191,true,true,174,0.608410
S7,x=0.40_ipi=0.10,3.525000,0.40,1.0,6.713178,0.622823,35.199256,true,true,179,0.612529
S7,x=0.40_ipi=0.10,3.625000,0.40,1.0,6.713189,0.626898,36.170996,true,true,184,0.616537
S7,x=0.40_ipi=0.10,3.725000,0.40,1.0,6.713198,0.630867,37.142412,true,true,189,0.620440
S7,x=0.40_ipi=0.10,3.825000,0.40,1.0,6.713204,0.634735,38.113505,true,true,194,0.624244
S7,x=0.40_ipi=0.10,3.925000,0.40,1.0,6.713208,0.638506,39.084274,true,true,199,0.627953
S7,x=0.40_ipi=0.10,4.025000,0.40,1.0,6.713211,0.642187,40.054720,true,true,204,0.631572
S7,x=0.40_ipi=0.10,4.125000,0.40,1.0,6.713213,0.645780,41.024842,true,true,209,0.635106
S7,x=0.40_ipi=0.10,4.225000,0.40,1.0,6.713215,0.649290,41.994641,true,true,214,0.638558
S7,x=0.40_ipi=0.10,4.325000,0.40,1.0,6.713216,0.652721,42.964116,true,true,219,0.641933
S7,x=0.40_ipi=0.10,4.425000,0.40,1.0,6.713217,0.656077,43.933269,true,true,224,0.645233
S7,x=0.40_ipi=0.10,4.525000,0.40,1.0,6.713217,0.659360,44.902098,true,true,229,0.648462
S7,x=0.40_ipi=0.10,4.625000,0.40,1.0,6.713218,0.662574,45.870605,true,true,234,0.651622
S7,x=0.40_ipi=0.10,4.725000,0.40,1.0,6.713218,0.665721,46.838788,true,true,239,0.654718
S7,x=0.40_ipi=0.10,4.825000,0.40,1.0,6.713218,0.668805,47.806650,true,true,244,0.657751
S7,x=0.40_ipi=0.10,4.925000,0.40,1.0,6.713218,0.671827,48.774188,true,true,249,0.660723
S7,x=0.40_ipi=0.10,5.025000,0.40,1.0,6.713219,0.674791,49.741404,true,true,254,0.663638
S7,x=0.40_ipi=0.10,5.125000,0.40,1.0,6.713219,0.677699,50.708298,true,true,259,0.666497
S7,x=0.40_ipi=0.10,5.225000,0.40,1.0,6.713219,0.680552,51.674870,true,true,264,0.669303
S7,x=0.40_ipi=0.10,5.325000,0.40,1.0,6.713219,0.683352,52.641119,true,true,269,0.672057
S7,x=0.40_ipi=0.10,5.425000,0.40,1.0,6.713219,0.686102,53.607046,true,true,274,0.674762
S7,x=0.40_ipi=0.10,5.525000,0.40,1.0,6.713219,0.688804,54.572652,true,true,279,0.677419
S7,x=0.40_ipi=0.10,5.625000,0.40,1.0,6.713219,0.691458,55.537935,true,true,284,0.680029
S7,x=0.40_ipi=0.10,5.725000,0.40,1.0,6.713219,0.694068,56.502897,true,true,289,0.682596
S7,x=0.40_ipi=0.10,5.825000,0.40,1.0,6.713219,0.696633,57.467537,true,true,294,0.685119
S7,x=0.40_ipi=0.10,5.925000,0.40,1.0,6.713219,0.699156,58.431856,true,true,299,0.687600
S7,x=0.40_ipi=0.20,0.025000,0.40,1.0,1.902987,0.147521,0.983471,true,true,4,0.145082
S7,x=0.40_ipi=0.20,0.225000,0.40,1.0,2.880014,0.221896,1.966615,true,true,9,0.218228
S7,x=0.40_ipi=0.20,0.425000,0.40,1.0,3.381636,0.271623,2.949431,true,true,14,0.267133
S7,x=0.40_ipi=0.20,0.625000,0.40,1.0,3.639177,0.308975,3.931920,true,true,19,0.303868
S7,x=0.40_ipi=0.20,0.825000,0.40,1.0,3.771403,0.338886,4.914081,true,true,24,0.333285
S7,x=0.40_ipi=0.20,1.025000,0.40,1.0,3.839290,0.363830,5.895914,true,true,29,0.357817
S7,x=0.40_ipi=0.20,1.225000,0.40,1.0,3.874145,0.385223,6.877421,true,true,34,0.378856
S7,x=0.40_ipi=0.20,1.425000,0.40,1.0,3.892040,0.403950,7.858600,true,true,39,0.397273
S7,x=0.40_ipi=0.20,1.625000,0.40,1.0,3.901227,0.420603,8.839453,true,true,44,0.413651
S7,x=0.40_ipi=0.20,1.825000,0.40,1.0,3.905944,0.435596,9.819978,true,true,49,0.428396
S7,x=0.40_ipi=0.20,2.025000,0.40,1.0,3.908366,0.449230,10.800177,true,true,54,0.441805
S7,x=0.40_ipi=0.20,2.225000,0.40,1.0,3.909609,0.461731,11.780049,true,true,59,0.454100
S7,x=0.40_ipi=0.20,2.425000,0.40,1.0,3.910248,0.473274,12.759594,true,true,64,0.465452
S7,x=0.40_ipi=0.20,2.625000,0.40,1.0,3.910575,0.483996,13.738813,true,true,69,0.475996
S7,x=0.40_ipi=0.20,2.825000,0.40,1.0,3.910744,0.494005,14.717706,true,true,74,0.485839
S7,x=0.40_ipi=0.20,3.025000,0.40,1.0,3.910830,0.503390,15.696272,true,true,79,0.495070
S7,x=0.40_ipi=0.20,3.225000,0.40,1.0,3.910874,0.512226,16.674512,true,true,84,0.503759
S7,x=0.40_ipi=0.20,3.425000,0.40,1.0,3.910897,0.520572,17.652427,true,true,89,0.511968
S7,x=0.40_ipi=0.20,3.625000,0.40,1.0,3.910909,0.528481,18.630015,true,true,94,0.519746
S7,x=0.40_ipi=0.20,3.825000,0.40,1.0,3.910915,0.535996,19.607277,true,true,99,0.527137
S7,x=0.40_ipi=0.20,4.025000,0.40,1.0,3.910918,0.543155,20.584214,true,true,104,0.534177
S7,x=0.40_ipi=0.20,4.225000,0.40,1.0,3.910920,0.549990,21.560825,true,true,109,0.540899
S7,x=0.40_ipi=0.20,4.425000,0.40,1.0,3.910920,0.556528,22.537111,true,true,114,0.547330
S7,x=0.40_ipi=0.20,4.625000,0.40,1.0,3.910921,0.562796,23.513071,true,true,119,0.553494
S7,x=0.40_ipi=0.20,4.825000,0.40,1.0,3.910921,0.568814,24.488706,true,true,124,0.559412
S7,x=0.40_ipi=0.20,5.025000,0.40,1.0,3.910921,0.574602,25.464016,true,true,129,0.565104
S7,x=0.40_ipi=0.20,5.225000,0.40,1.0,3.910921,0.580176,26.439001,true,true,134,0.570587
S7,x=0.40_ipi=0.20,5.425000,0.40,1.0,3.910921,0.585552,27.413661,true,true,139,0.575874
S7,x=0.40_ipi=0.20,5.625000,0.40,1.0,3.910921,0.590744,28.387996,true,true,144,0.580980
S7,x=0.40_ipi=0.20,5.825000,0.40,1.0,3.910921,0.595764,29.362007,true,true,149,0.585917
S7,x=0.40_ipi=0.20,6.025000,0.40,1.0,3.910921,0.600623,30.335692,true,true,154,0.590695
S7,x=0.40_ipi=0.20,6.225000,0.40,1.0,3.910921,0.605331,31.309054,true,true,159,0.595325
S7,x=0.40_ipi=0.20,6.425000,0.40,1.0,3.910921,0.609897,32.282090,true,true,164,0.599816
S7,x=0.40_ipi=0.20,6.625000,0.40,1.0,3.910921,0.614329,33.254803,true,true,169,0.604175
S7,x=0.40_ipi=0.20,6.825000,0.40,1.0,3.910921,0.618636,34.227191,true,true,174,0.608410
S7,x=0.40_ipi=0.20,7.025000,0.40,1.0,3.910921,0.622823,35.199256,true,true,179,0.612529
S7,x=0.40_ipi=0.20,7.225000,0.40,1.0,3.910921,0.626898,36.170996,true,true,184,0.616537
S7,x=0.40_ipi=0.20,7.425000,0.40,1.0,3.910921,0.630867,37.142412,true,true,189,0.620440
S7,x=0.40_ipi=0.20,7.625000,0.40,1.0,3.910921,0.634735,38.113505,true,true,194,0.624244
S7,x=0.40_ipi=0.20,7.825000,0.40,1.0,3.910921,0.638506,39.084274,true,true,199,0.627953
S7,x=0.40_ipi=0.20,8.025000,0.40,1.0,3.910921,0.642187,40.054720,true,true,204,0.631572
S7,x=0.40_ipi=0.20,8.225000,0.40,1.0,3.910921,0.645780,41.024842,true,true,209,0.635106
S7,x=0.40_ipi=0.20,8.425000,0.40,1.0,3.910921,0.649290,41.994641,true,true,214,0.638558
S7,x=0.40_ipi=0.20,8.625000,0.40,1.0,3.910921,0.652721,42.964116,true,true,219,0.641933
S7,x=0.40_ipi=0.20,8.825000,0.40,1.0,3.910921,0.656077,43.933269,true,true,224,0.645233
S7,x=0.40_ipi=0.20,9.025000,0.40,1.0,3.910921,0.659360,44.902098,true,true,229,0.648462
S7,x=0.40_ipi=0.20,9.225000,0.40,1.0,3.910921,0.662574,45.870605,true,true,234,0.651622
S7,x=0.40_ipi=0.20,9.425000,0.40,1.0,3.910921,0.665721,46.838788,true,true,239,0.654718
S7,x=0.40_ipi=0.20,9.625000,0.40,1.0,3.910921,0.668805,47.806650,true,true,244,0.657751
S7,x=0.40_ipi=0.20,9.825000,0.40,1.0,3.910921,0.671827,48.774188,true,true,249,0.660723
S7,x=0.40_ipi=0.20,10.025000,0.40,1.0,3.910921,0.674791,49.741404,true,true,254,0.663638
S7,x=0.40_ipi=0.20,10.225000,0.40,1.0,3.910921,0.677699,50.708298,true,true,259,0.666497
S7,x=0.40_ipi=0.20,10.425000,0.40,1.0,3.910921,0.680552,51.674870,true,true,264,0.669303
S7,x=0.40_ipi=0.20,10.625000,0.40,1.0,3.910921,0.683352,52.641119,true,true,269,0.672057
S7,x=0.40_ipi=0.20,10.825000,0.40,1.0,3.910921,0.686102,53.607046,true,true,274,0.674762
S7,x=0.40_ipi=0.20,11.025000,0.40,1.0,3.910921,0.688804,54.572652,true,true,279,0.677419
S7,x=0.40_ipi=0.20,11.225000,0.40,1.0,3.910921,0.691458,55.537935,true,true,284,0.680029
S7,x=0.40_ipi=0.20,11.425000,0.40,1.0,3.910921,0.694068,56.502897,true,true,289,0.682596
S7,x=0.40_ipi=0.20,11.625000,0.40,1.0,3.910921,0.696633,57.467537,true,true,294,0.685119
S7,x=0.40_ipi=0.20,11.825000,0.40,1.0,3.910921,0.699156,58.431856,true,true,299,0.687600
S7,x=0.40_ipi=0.30,0.025000,0.40,1.0,1.902987,0.147521,0.983471,true,true,4,0.145082
S7,x=0.40_ipi=0.30,0.325000,0.40,1.0,2.603057,0.221896,1.966615,true,true,9,0.218228
S7,x=0.40_ipi=0.30,0.625000,0.40,1.0,2.860599,0.271623,2.949431,true,true,14,0.267133
S7,x=0.40_ipi=0.30,0.925000,0.40,1.0,2.955343,0.308975,3.931920,true,true,19,0.303868
S7,x=0.40_ipi=0.30,1.225000,0.40,1.0,2.990197,0.338886,4.914081,true,true,24,0.333285
S7,x=0.40_ipi=0.30,1.525000,0.40,1.0,3.003019,0.363830,5.895914,true,true,29,0.357817
S7,x=0.40_ipi=0.30,1.825000,0.40,1.0,3.007736,0.385223,6.877421,true,true,34,0.378856
S7,x=0.40_ipi=0.30,2.125000,0.40,1.0,3.009472,0.403950,7.858600,true,true,39,0.397273
S7,x=0.40_ipi=0.30,2.425000,0.40,1.0,3.010110,0.420603,8.839453,true,true,44,0.413651
S7,x=0.40_ipi=0.30,2.725000,0.40,1.0,3.010345,0.435596,9.819978,true,true,49,0.428396
S7,x=0.40_ipi=0.30,3.025000,0.40,1.0,3.010431,0.449230,10.800177,true,true,54,0.441805
S7,x=0.40_ipi=0.30,3.325000,0.40,1.0,3.010463,0.461731,11.780049,true,true,59,0.454100
S7,x=0.40_ipi=0.30,3.625000,0.40,1.0,3.010475,0.473274,12.759594,true,true,64,0.465452
S7,x=0.40_ipi=0.30,3.925000,0.40,1.0,3.010479,0.483996,13.738813,true,true,69,0.475996
S7,x=0.40_ipi=0.30,4.225000,0.40,1.0,3.010481,0.494005,14.717706,true,true,74,0.485839
S7,x=0.40_ipi=0.30,4.525000,0.40,1.0,3.010481,0.503390,15.696272,true,true,79,0.495070
S7,x=0.40_ipi=0.30,4.825000,0.40,1.0,3.010482,0.512226,16.674512,true,true,84,0.503759
S7,x=0.40_ipi=0.30,5.125000,0.40,1.0,3.010482,0.520572,17.652427,true,true,89,0.511968
S7,x=0.40_ipi=0.30,5.425000,0.40,1.0,3.010482,0.528481,18.630015,true,true,94,0.519746
S7,x=0.40_ipi=0.30,5.725000,0.40,1.0,3.010482,0.535996,19.607277,true,true,99,0.527137
S7,x=0.40_ipi=0.30,6.025000,0.40,1.0,3.010482,0.543155,20.584214,true,true,104,0.534177
S7,x=0.40_ipi=0.30,6.325000,0.40,1.0,3.010482,0.549990,21.560825,true,true,109,0.540899
S7,x=0.40_ipi=0.30,6.625000,0.40,1.0,3.010482,0.556528,22.537111,true,true,114,0.547330
S7,x=0.40_ipi=0.30,6.925000,0.40,1.0,3.010482,0.562796,23.513071,true,true,119,0.553494
S7,x=0.40_ipi=0.30,7.225000,0.40,1.0,3.010482,0.568814,24.488706,true,true,124,0.559412
S7,x=0.40_ipi=0.30,7.525000,0.40,1.0,3.010482,0.574602,25.464016,true,true,129,0.565104
S7,x=0.40_ipi=0.30,7.825000,0.40,1.0,3.010482,0.580176,26.439001,true,true,134,0.570587
S7,x=0.40_ipi=0.30,8.125000,0.40,1.0,3.010482,0.585552,27.413661,true,true,139,0.575874
S7,x=0.40_ipi=0.30,8.425000,0.40,1.0,3.010482,0.590744,28.387996,true,true,144,0.580980
S7,x=0.40_ipi=0.30,8.725000,0.40,1.0,3.010482,0.595764,29.362007,true,true,149,0.585917
S7,x=0.40_ipi=0.30,9.025000,0.40,1.0,3.010482,0.600623,30.335692,true,true,154,0.590695
S7,x=0.40_ipi=0.30,9.325000,0.40,1.0,3.010482,0.605331,31.309054,true,true,159,0.595325
S7,x=0.40_ipi=0.30,9.625000,0.40,1.0,3.010482,0.609897,32.282090,true,true,164,0.599816
S7,x=0.40_ipi=0.30,9.925000,0.40,1.0,3.010482,0.614329,33.254803,true,true,169,0.604175
S7,x=0.40_ipi=0.30,10.225000,0.40,1.0,3.010482,0.618636,34.227191,true,true,174,0.608410
S7,x=0.40_ipi=0.30,10.525000,0.40,1.0,3.010482,0.622823,35.199256,true,true,179,0.612529
S7,x=0.40_ipi=0.30,10.825000,0.40,1.0,3.010482,0.626898,36.170996,true,true,184,0.616537
S7,x=0.40_ipi=0.30,11.125000,0.40,1.0,3.010482,0.630867,37.142412,true,true,189,0.620440
S7,x=0.40_ipi=0.30,11.425000,0.40,1.0,3.010482,0.634735,38.113505,true,true,194,0.624244
S7,x=0.40_ipi=0.30,11.725000,0.40,1.0,3.010482,0.638506,39.084274,true,true,199,0.627953
S7,x=0.40_ipi=0.30,12.025000,0.40,1.0,3.010482,0.642187,40.054720,true,true,204,0.631572
S7,x=0.40_ipi=0.30,12.325000,0.40,1.0,3.010482,0.645780,41.024842,true,true,209,0.635106
S7,x=0.40_ipi=0.30,12.625000,0.40,1.0,3.010482,0.649290,41.994641,true,true,214,0.638558
S7,x=0.40_ipi=0.30,12.925000,0.40,1.0,3.010482,0.652721,42.964116,true,true,219,0.641933
S7,x=0.40_ipi=0.30,13.225000,0.40,1.0,3.010482,0.656077,43.933269,true,true,224,0.645233
S7,x=0.40_ipi=0.30,13.525000,0.40,1.0,3.010482,0.659360,44.902098,true,true,229,0.648462
S7,x=0.40_ipi=0.30,13.825000,0.40,1.0,3.010482,0.662574,45.870605,true,true,234,0.651622
S7,x=0.40_ipi=0.30,14.125000,0.40,1.0,3.010482,0.665721,46.838788,true,true,239,0.654718
S7,x=0.40_ipi=0.30,14.425000,0.40,1.0,3.010482,0.668805,47.806650,true,true,244,0.657751
S7,x=0.40_ipi=0.30,14.725000,0.40,1.0,3.010482,0.671827,48.774188,true,true,249,0.660723
S7,x=0.40_ipi=0.30,15.025000,0.40,1.0,3.010482,0.674791,49.741404,true,true,254,0.663638
S7,x=0.40_ipi=0.30,15.325000,0.40,1.0,3.010482,0.677699,50.708298,true,true,259,0.666497
S7,x=0.40_ipi=0.30,15.625000,0.40,1.0,3.010482,0.680552,51.674870,true,true,264,0.669303
S7,x=0.40_ipi=0.30,15.925000,0.40,1.0,3.010482,0.683352,52.641119,true,true,269,0.672057
S7,x=0.40_ipi=0.30,16.225000,0.40,1.0,3.010482,0.686102,53.607046,true,true,274,0.674762
S7,x=0.40_ipi=0.30,16.525000,0.40,1.0,3.010482,0.688804,54.572652,true,true,279,0.677419
S7,x=0.40_ipi=0.30,16.825000,0.40,1.0,3.010482,0.691458,55.537935,true,true,284,0.680029
S7,x=0.40_ipi=0.30,17.125000,0.40,1.0,3.010482,0.694068,56.502897,true,true,289,0.682596
S7,x=0.40_ipi=0.30,17.425000,0.40,1.0,3.010482,0.696633,57.467537,true,true,294,0.685119
S7,x=0.40_ipi=0.30,17.725000,0.40,1.0,3.010482,0.699156,58.431856,true,true,299,0.687600
S7,x=0.40_ipi=0.50,0.025000,0.40,1.0,1.902987,0.147521,0.983471,true,true,4,0.145082
S7,x=0.40_ipi=0.50,0.525000,0.40,1.0,2.262415,0.221896,1.966615,true,true,9,0.218228
S7,x=0.40_ipi=0.50,1.025000,0.40,1.0,2.330302,0.271623,2.949431,true,true,14,0.267133
S7,x=0.40_ipi=0.50,1.525000,0.40,1.0,2.343125,0.308975,3.931920,true,true,19,0.303868
S7,x=0.40_ipi=0.50,2.025000,0.40,1.0,2.345546,0.338886,4.914081,true,true,24,0.333285
S7,x=0.40_ipi=0.50,2.525000,0.40,1.0,2.346004,0.363830,5.895914,true,true,29,0.357817
S7,x=0.40_ipi=0.50,3.025000,0.40,1.0,2.346090,0.385223,6.877421,true,true,34,0.378856
S7,x=0.40_ipi=0.50,3.525000,0.40,1.0,2.346107,0.403950,7.858600,true,true,39,0.397273
S7,x=0.40_ipi=0.50,4.025000,0.40,1.0,2.346110,0.420603,8.839453,true,true,44,0.413651
S7,x=0.40_ipi=0.50,4.525000,0.40,1.0,2.346110,0.435596,9.819978,true,true,49,0.428396
S7,x=0.40_ipi=0.50,5.025000,0.40,1.0,2.346110,0.449230,10.800177,true,true,54,0.441805
S7,x=0.40_ipi=0.50,5.525000,0.40,1.0,2.346110,0.461731,11.780049,true,true,59,0.454100
S7,x=0.40_ipi=0.50,6.025000,0.40,1.0,2.346110,0.473274,12.759594,true,true,64,0.465452
S7,x=0.40_ipi=0.50,6.525000,0.40,1.0,2.346110,0.483996,13.738813,true,true,69,0.475996
S7,x=0.40_ipi=0.50,7.025000,0.40,1.0,2.346110,0.494005,14.717706,true,true,74,0.485839
S7,x=0.40_ipi=0.50,7.525000,0.40,1.0,2.346110,0.503390,15.696272,true,true,79,0.495070
S7,x=0.40_ipi=0.50,8.025000,0.40,1.0,2.346110,0.512226,16.674512,true,true,84,0.503759
S7,x=0.40_ipi=0.50,8.525000,0.40,1.0,2.346110,0.520572,17.652427,true,true,89,0.511968
S7,x=0.40_ipi=0.50,9.025000,0.40,1.0,2.346110,0.528481,18.630015,true,true,94,0.519746
S7,x=0.40_ipi=0.50,9.525000,0.40,1.0,2.346110,0.535996,19.607277,true,true,99,0.527137
S7,x=0.40_ipi=0.50,10.025000,0.40,1.0,2.346110,0.543155,20.584214,true,true,104,0.534177
S7,x=0.40_ipi=0.50,10.525000,0.40,1.0,2.346110,0.549990,21.560825,true,true,109,0.540899
S7,x=0.40_ipi=0.50,11.025000,0.40,1.0,2.346110,0.556528,22.537111,true,true,114,0.547330
S7,x=0.40_ipi=0.50,11.525000,0.40,1.0,2.346110,0.562796,23.513071,true,true,119,0.553494
S7,x=0.40_ipi=0.50,12.025000,0.40,1.0,2.346110,0.568814,24.488706,true,true,124,0.559412
S7,x=0.40_ipi=0.50,12.525000,0.40,1.0,2.346110,0.574602,25.464016,true,true,129,0.565104
S7,x=0.40_ipi=0.50,13.025000,0.40,1.0,2.346110,0.580176,26.439001,true,true,134,0.570587
S7,x=0.40_ipi=0.50,13.525000,0.40,1.0,2.346110,0.585552,27.413661,true,true,139,0.575874
S7,x=0.40_ipi=0.50,14.025000,0.40,1.0,2.346110,0.590744,28.387996,true,true,144,0.580980
S7,x=0.40_ipi=0.50,14.525000,0.40,1.0,2.346110,0.595764,29.362007,true,true,149,0.585917
S7,x=0.40_ipi=0.50,15.025000,0.40,1.0,2.346110,0.600623,30.335692,true,true,154,0.590695
S7,x=0.40_ipi=0.50,15.525000,0.40,1.0,2.346110,0.605331,31.309054,true,true,159,0.595325
S7,x=0.40_ipi=0.50,16.025000,0.40,1.0,2.346110,0.609897,32.282090,true,true,164,0.599816
S7,x=0.40_ipi=0.50,16.525000,0.40,1.0,2.346110,0.614329,33.254803,true,true,169,0.604175
S7,x=0.40_ipi=0.50,17.025000,0.40,1.0,2.346110,0.618636,34.227191,true,true,174,0.608410
S7,x=0.40_ipi=0.50,17.525000,0.40,1.0,2.346110,0.622823,35.199256,true,true,179,0.612529
